wine,winery,vintage_year,vintage_rating,vintage_rating_count,price_availability,structure_acidity,structure_intensity,structure_sweetness,structure_tannin,region,grapes
Pomerol,Château Belle-Brise,2022.0,4.3,1060,176.44,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Santenay Premier Cru 'Clos des Mouches',David Moreau,2023.0,4.2,795,84.56,4.0,2.5,1.0,2.0,santenay-clos-des-mouches,"[(14, 'pinot-noir')]"
Beau Mayne Bordeaux Rouge,Dourthe,2023.0,3.3,1652,6.65,4.0,4.0,1.0,4.0,bordeaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Côte-Rôtie 'Rozier',Domaine de la Roche Paradis,2021.0,4.1,104,81.49,4.0,4.5,1.0,4.5,cote-rotie,"[(1, 'shiraz-syrah'), (20, 'viognier')]"
Séguret,Domaine des Bosquets,2021.0,3.9,28,15.02,3.5,4.0,1.0,3.5,cotes-du-rhone-villages-seguret,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Blagny 1er Cru 'La Pièce Sous Le Bois',Benjamin Leroux,2018.0,4.4,111,128.92,4.0,2.5,1.0,2.0,blagny-la-piece-sous-le-bois,"[(14, 'pinot-noir')]"
Monopole Bordeaux,Kressmann,1998.0,3.6,3126,47.0,4.0,4.0,1.0,4.0,bordeaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Les Loustics,La Petite Baigneuse,2021.0,3.8,279,26.8,3.5,3.0,1.0,4.0,vin-de-pays-vignobles-de-france,Unknown
Cuvée du Papy Saint-Joseph,Stephane Montez - Domaine du Monteillet,1989.0,4.2,6388,27.9,3.5,4.5,1.0,3.5,saint-joseph,"[(1, 'shiraz-syrah')]"
Gigondas Le Poste,Château de Saint Cosme,2008.0,4.4,391,63.38,3.5,4.0,1.0,3.5,gigondas,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Chambertin-Clos de Bèze Grand Cru,Gerard Peirazeau & Fils,2023.0,4.1,32,425.36,4.5,3.0,1.0,2.5,chambertin-clos-de-beze,"[(14, 'pinot-noir')]"
Haut-Médoc,Château Magnol,1995.0,4.0,20716,39.0,4.0,4.5,1.0,5.0,haut-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Les Quarterons St Nicolas de Bourgueil Rouge,Domaine Amirault,2021.0,3.7,67,14.4,4.0,3.5,1.5,4.0,saint-nicolas-de-bourgueil,"[(3, 'cabernet-franc')]"
Les Hauts de Carol's,Domaine La Terrasse d'Elise,2019.0,4.1,82,65.0,4.0,4.0,1.0,4.0,languedoc,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Saint-Émilion Grand Cru,Château L'Etoile de Clotte,2020.0,3.8,77,23.24,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Clos de la Roche Grand Cru,Domaine Louis Remy,2001.0,3.9,66,332.44,4.5,3.0,1.0,2.5,clos-de-la-roche,"[(14, 'pinot-noir')]"
Volnay,Château de Pommard,2003.0,4.2,63,84.7,4.0,2.5,1.0,2.0,volnay,"[(14, 'pinot-noir')]"
Terre des Cigales Sélections Parcellaires Cairanne,Dauvergne Ranvier,2018.0,3.9,33,18.78,3.5,4.0,1.0,3.5,cotes-du-rhone-villages-cairanne,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Les Darons Rouge,Jeff Carrel,2019.0,3.9,1755,11.8,4.0,4.0,1.0,4.0,languedoc,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Pomerol,Château Nénin,2018.0,4.1,224,85.0,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Gigondas,Clos du Joncuas,2017.0,4.1,53,29.43,3.5,4.0,1.0,3.5,gigondas,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Listrac-Médoc,Grand Listrac,1970.0,3.6,2984,75.0,4.0,4.0,1.0,4.5,listrac,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Clos de la Roche Grand Cru,Philippe et Vincent Lécheneaut,2021.0,4.4,184,240.0,4.5,3.0,1.0,2.5,clos-de-la-roche,"[(14, 'pinot-noir')]"
La Madone Fleurie,J. Chamonard,2016.0,4.2,62,54.6,5.0,1.0,1.0,1.5,fleurie,"[(80, 'gamay')]"
Graves Rouge,Château Boyrein,1985.0,3.7,949,50.0,4.5,4.5,1.0,5.0,graves,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Clos de Vougeot Grand Cru,Gérard Raphet,2017.0,4.3,1050,190.58,4.5,3.0,1.0,2.5,clos-de-vougeot,"[(14, 'pinot-noir')]"
Madiran,Château Bouscassé,2021.0,3.8,20688,13.0,4.5,5.0,1.5,5.0,madiran,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (48, 'tannat'), (347, 'fer-servadou')]"
Côtes du Rhône Rouge,Chemin des Papes,2021.0,3.7,286,22.08,3.5,4.0,1.0,3.5,cotes-du-rhone,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Saint-Émilion Grand Cru (Grand Cru Classé),Château l'Arrosee,1990.0,4.2,98,95.0,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
La Clef Corbières,Château Gléon,2019.0,3.7,389,10.13,4.0,4.0,1.0,4.0,corbieres,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Vosne-Romanée,David Duband,2011.0,3.9,118,80.0,4.5,3.0,1.0,2.5,vosne-romanee,"[(14, 'pinot-noir')]"
Échezeaux Grand Cru,Domaine Coquard Loison-Fleurot,2019.0,4.4,68,398.35,4.5,3.0,1.0,2.5,echezeaux,"[(14, 'pinot-noir')]"
Cuvée Raisins Bleus Châteauneuf-du-Pape,Domaine Eddie Feraud,2017.0,4.3,30,69.5,3.0,5.0,1.0,3.0,chateauneuf-du-pape,"[(1, 'shiraz-syrah'), (22, 'mourvedre'), (32, 'counoise'), (614, 'cinsaut'), (677, 'vaccareze'), (678, 'muscardin')]"
Vieilles Vignes Châteauneuf-du-Pape,Domaine le Prieuré des Papes,2019.0,4.2,188,54.83,3.0,5.0,1.0,3.0,chateauneuf-du-pape,"[(1, 'shiraz-syrah'), (22, 'mourvedre'), (32, 'counoise'), (614, 'cinsaut'), (677, 'vaccareze'), (678, 'muscardin')]"
Vieilles Vignes Charmes-Chambertin Grand Cru,Domaine Denis Bachelet,2022.0,4.5,384,693.74,4.5,3.0,1.0,2.5,charmes-chambertin,"[(14, 'pinot-noir')]"
Château de Vaure Bordeaux,Chais de Vaure,2014.0,3.5,139,7.6,4.0,4.0,1.0,4.0,bordeaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Châteauneuf-du-Pape,Clos des Papes (Paul Avril),1994.0,4.6,28,201.86,3.0,5.0,1.0,3.0,chateauneuf-du-pape,"[(1, 'shiraz-syrah'), (22, 'mourvedre'), (32, 'counoise'), (614, 'cinsaut'), (677, 'vaccareze'), (678, 'muscardin')]"
Bourgogne,Pierre Guillemot,2023.0,3.7,358,27.23,4.0,2.5,1.0,2.0,bourgogne,"[(14, 'pinot-noir')]"
Tradition Lirac Rouge,Les Vignerons de Tavel,2022.0,3.6,41,7.0,3.5,4.0,1.0,3.5,lirac,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Gigondas,Domaine du Pesquier,2018.0,3.9,425,33.26,3.5,4.0,1.0,3.5,gigondas,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Grand Vin Pauillac (Premier Grand Cru Classé),Château Latour,1983.0,4.7,869,620.99,4.5,4.5,1.0,5.0,pauillac,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
La Goutte du Seigneur Côtes du Rhône Rouge,Domaine Duseigneur,2022.0,4.0,273,26.98,3.5,4.0,1.0,3.5,cotes-du-rhone,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Lou Taïssou Saint-Joseph,Domaine de l'Iserand,2019.0,3.8,25,52.24,3.5,4.5,1.0,3.5,saint-joseph,"[(1, 'shiraz-syrah')]"
Hermitage La Chapelle Rouge,Domaine de La Chapelle,2022.0,4.3,17648,290.0,3.5,5.0,1.0,4.5,hermitage,"[(1, 'shiraz-syrah')]"
Les Vignes d'Emilien Colin,Patrice Colin,2022.0,3.9,47,14.5,3.5,3.0,1.0,4.0,coteaux-du-vendomois,Unknown
Brouilly,Jean Marc Lafont - Domaine de Bel Air,2021.0,3.6,77,16.19,5.0,1.0,1.0,1.5,brouilly,"[(80, 'gamay')]"
Côtes-du-Rhône-Villages 'Plan de Dieu',Domaine de Verquière,2020.0,4.0,150,21.4,3.5,4.0,1.0,3.5,cotes-du-rhone-villages-plan-de-dieu,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Vacqueyras,Domaine La Garrigue,1985.0,3.8,1989,45.0,3.5,4.0,1.0,3.5,vacqueyras,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Vieilles Vignes Gevrey-Chambertin,Domaine Heresztyn-Mazzini,2020.0,4.4,28,149.5,4.5,3.0,1.0,2.5,gevrey-chambertin,"[(14, 'pinot-noir')]"
Bourgogne Pinot Noir,Joseph Drouhin,2020.0,3.8,1262,29.76,4.0,2.5,1.0,2.0,bourgogne,"[(14, 'pinot-noir')]"
Côte du Moutier Irancy,Domaine Colinot,2019.0,3.9,131,31.5,4.0,2.5,1.0,2.0,irancy,"[(14, 'pinot-noir')]"
Chambertin Clos de Beze Grand Cru,Louis Jadot,2003.0,4.5,36,355.0,4.5,3.0,1.0,2.5,chambertin-clos-de-beze,"[(14, 'pinot-noir')]"
Château Langragnat Bordeaux Supérieur,Château le Plantier,2022.0,3.4,79,16.17,4.0,4.0,1.0,4.0,bordeaux-superieur,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Saint-Julien (Grand Cru Classé),Château Saint-Pierre,2018.0,4.2,206,86.57,4.5,4.0,1.0,4.5,saint-julien,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
A la Gloire de Mon Grand-Père Châteauneuf-du-Pape,Bosquet des Papes,2017.0,4.3,145,49.95,3.0,5.0,1.0,3.0,chateauneuf-du-pape,"[(1, 'shiraz-syrah'), (22, 'mourvedre'), (32, 'counoise'), (614, 'cinsaut'), (677, 'vaccareze'), (678, 'muscardin')]"
Bourgogne Hautes-Côtes-de-Beaune,Jean Féry & Fils,2016.0,3.7,29,25.1,4.0,2.5,1.0,2.0,hautes-cotes-de-beaune,"[(14, 'pinot-noir')]"
C de By,Domaine Pierre Andre Dumas,2020.0,3.4,189,16.37,5.0,1.0,1.0,1.5,brouilly,"[(80, 'gamay')]"
Haut-Médoc,Château Cissac,2013.0,3.8,340,47.54,4.0,4.5,1.0,5.0,haut-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Châteauneuf-du-Pape,Clos Saint Jean,2020.0,4.2,457,33.9,3.0,5.0,1.0,3.0,chateauneuf-du-pape,"[(1, 'shiraz-syrah'), (22, 'mourvedre'), (32, 'counoise'), (614, 'cinsaut'), (677, 'vaccareze'), (678, 'muscardin')]"
Paradines,Domaine Henry,2001.0,3.5,139,19.77,4.0,4.0,1.0,4.0,saint-georges-dorques,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Cuvée Spéciale Châteauneuf-du-Pape,Tardieu-Laurent,2018.0,4.2,100,59.99,3.0,5.0,1.0,3.0,chateauneuf-du-pape,"[(1, 'shiraz-syrah'), (22, 'mourvedre'), (32, 'counoise'), (614, 'cinsaut'), (677, 'vaccareze'), (678, 'muscardin')]"
En Grands Champs Sancerre,Alphonse Mellot,2018.0,4.4,41,120.9,4.5,2.5,1.0,2.5,sancerre,"[(3, 'cabernet-franc'), (14, 'pinot-noir'), (80, 'gamay'), (404, 'grolleau')]"
Les Prunelles de Montblanc Classique Rouge,Domaine Les Prunelles,2022.0,3.7,149,8.5,4.0,4.0,1.0,4.0,languedoc,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Pommard 'Les Perrières',Vincent Dancer,2019.0,4.0,283,85.0,4.0,2.5,1.0,2.0,pommard,"[(14, 'pinot-noir')]"
Les Vignes de mon Père Côtes du Rhône Rouge,Domaine de Fontavin,2023.0,3.7,437,9.99,3.5,4.0,1.0,3.5,cotes-du-rhone,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Sur le Chêne Maranges,Domaine Chevrot,2021.0,4.0,56,34.46,4.0,2.5,1.0,2.0,maranges,"[(14, 'pinot-noir')]"
Pomerol,Château Chêne Liège,2013.0,4.1,854,34.62,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pessac-Léognan (Grand Cru Classé de Graves),Château Latour-Martillac,2016.0,4.2,1840,48.29,4.5,4.5,1.0,5.0,pessac-leognan,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Grés de Montpellier,Clos de l'Amandaie,2019.0,3.8,33,19.3,4.0,4.0,1.0,4.0,languedoc,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Margaux (Grand Cru Classé),Château Prieuré-Lichine,2015.0,4.3,1646,55.2,4.5,4.0,1.0,4.5,margaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Haut-Médoc,Château de Braude,2020.0,4.0,244,19.0,4.0,4.5,1.0,5.0,haut-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Bourgogne Côte d’Or,Domaine Tollot-Beaut,2023.0,4.1,416,40.07,4.0,2.5,1.0,2.0,bourgogne-cote-d-or,"[(14, 'pinot-noir')]"
Vieilles Vignes Pommard,Capuano-Ferreri,2022.0,4.1,206,44.47,4.0,2.5,1.0,2.0,pommard,"[(14, 'pinot-noir')]"
Carrément Rouge,Domaine de l'Edre,2020.0,3.8,325,47.27,4.0,4.0,1.0,4.0,cotes-du-roussillon-villages,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Esprit d'Automne Minervois,Borie de Maurel,2019.0,3.9,226,18.0,4.0,4.0,1.0,4.0,minervois,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
La Piece,Mas del Périé - Fabien Jouves,2008.0,3.8,58,49.0,3.0,4.0,1.0,3.5,cahors,"[(9, 'malbec')]"
Beaune Premier Cru 'Aux Cras',Louis Jadot - Domaine Gagey,2016.0,4.0,122,45.0,4.0,2.5,1.0,2.0,beaune-aux-cras,"[(14, 'pinot-noir')]"
Le Grand Pas Terrasses du Larzac,Pas de l'Escalette,2022.0,3.8,861,33.8,2.5,3.5,1.0,3.0,terasses-du-larzac,"[(8, 'grenache-noir')]"
Côte-Rôtie,André Perret,2019.0,4.3,98,71.57,4.0,4.5,1.0,4.5,cote-rotie,"[(1, 'shiraz-syrah'), (20, 'viognier')]"
Crozes-Hermitage,Les Vins de Vienne - Cuilleron-Gaillard-Villard,2018.0,3.9,231,26.78,3.0,4.0,1.0,3.5,crozes-hermitage,"[(1, 'shiraz-syrah')]"
Saint-Aubin 'Le Ban',Dominique Derain,2021.0,3.9,816,35.0,4.0,2.5,1.0,2.0,saint-aubin,"[(14, 'pinot-noir')]"
Pernand-Vergelesses Rouge,Domaine Denis Père & Fils,2014.0,3.9,114,177.0,4.0,2.5,1.0,2.0,pernand-vergelesses,"[(14, 'pinot-noir')]"
Corton Grand Cru 'Les Bressandes',Comte Senard,2015.0,4.1,32,229.14,4.0,2.5,1.0,2.0,corton-les-bressandes,"[(14, 'pinot-noir')]"
Chambolle-Musigny Les Fuées,Louis Jadot,1997.0,4.2,635,259.53,4.5,3.0,1.0,2.5,chambolle-musigny-premier-cru,"[(14, 'pinot-noir')]"
Connétable Talbot Saint-Julien,Château Talbot,1994.0,3.6,47,39.0,4.5,4.0,1.0,4.5,saint-julien,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Éclat de Calcaire Volnay,Pierre Girardin,2019.0,4.1,125,102.71,4.0,2.5,1.0,2.0,volnay,"[(14, 'pinot-noir')]"
Terres d'Encre Saint-Joseph,Domaine Georges Vernay,2023.0,3.9,1407,63.8,3.5,4.5,1.0,3.5,saint-joseph,"[(1, 'shiraz-syrah')]"
Esquisse Crozes Hermitage,Domaine des Hauts Châssis,2018.0,3.7,150,23.0,3.0,4.0,1.0,3.5,crozes-hermitage,"[(1, 'shiraz-syrah')]"
Gevrey-Chambertin 1er Cru 'Les Cazetiers',Domaine Bruno Clair,2016.0,4.2,854,318.68,4.5,3.0,1.0,2.5,gevrey-chambertin-les-cazetiers,"[(14, 'pinot-noir')]"
ORCA  Vieilles Vignes,Marrenon,2014.0,3.8,503,44.76,3.5,4.0,1.0,3.5,cotes-du-ventoux,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Chateau Haut Mangaud Côtes de Bourg,Vignobles Bourceau,2020.0,3.7,98,23.18,4.0,4.0,1.0,4.0,cotes-de-bourg,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Graves,Château Respide-Médeville,1983.0,3.9,1506,63.86,4.5,4.5,1.0,5.0,graves,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Les Essaims Côtes-du-Rhône Rouge,Guyot,2022.0,3.4,419,7.0,3.5,4.0,1.0,3.5,cotes-du-rhone,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Vieilles Vignes Maranges 'Le Goty',Domaine Bachey-Legros,2016.0,3.8,55,46.0,4.0,2.5,1.0,2.0,maranges,"[(14, 'pinot-noir')]"
Fai Virar Rouge,Mas de l'Escarida,2023.0,3.9,368,13.6,3.5,3.0,1.0,4.0,ardeche,Unknown
Chambertin Clos de Bezé Grand Cru,Domaine Bart,2013.0,4.2,35,250.0,4.5,3.0,1.0,2.5,chambertin-clos-de-beze,"[(14, 'pinot-noir')]"
Clos de La Commaraine Monopole,Domaine Belleville,2019.0,4.4,71,184.77,4.0,2.5,1.0,2.0,clos-de-la-commaraine,"[(14, 'pinot-noir')]"
Aloxe-Corton 1er Cru 'Les Paulands',Philippe et Arnaud Dubreuil,2021.0,4.0,186,80.27,4.0,2.5,1.0,2.0,aloxe-corton-les-paulands,"[(14, 'pinot-noir')]"
Monopole Marsannay 'Clos des Portes',Jean-Michel Guillon,2021.0,4.1,649,71.5,4.5,3.0,1.0,2.5,marsannay,"[(14, 'pinot-noir')]"
Anjou-Villages 'Brissac',Domaine de Gagnebert,2020.0,3.6,25,17.7,4.5,3.0,1.0,3.5,anjou-villages-brissac,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (14, 'pinot-noir'), (80, 'gamay'), (404, 'grolleau'), (895, 'cot'), (1349, 'pineau-d-aunis')]"
Pessac-Léognan (Grand Cru Classé de Graves),Domaine de Chevalier,2009.0,4.3,1963,112.79,4.5,4.5,1.0,5.0,pessac-leognan,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Morey-Saint-Denis 'Très Girard',Michel Magnien,2010.0,4.0,373,66.0,4.5,3.0,1.0,2.5,morey-saint-denis,"[(14, 'pinot-noir')]"
Bourgogne Cote d'Or Pinot Noir,Pascal Marchand-Tawse,2022.0,3.9,122,56.69,4.0,2.5,1.0,2.0,bourgogne,"[(14, 'pinot-noir')]"
Pom N Roll Pomerol,Château Gombaude-Guillot,2017.0,3.8,149,100.78,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Vieilles Vignes Charmes-Chambertin Grand Cru,Domaine Denis Bachelet,2017.0,4.5,384,1743.9,4.5,3.0,1.0,2.5,charmes-chambertin,"[(14, 'pinot-noir')]"
Clou 377 Bourgogne Hautes-Côtes de Beaune,Domaine Boris Champy,2021.0,4.0,220,44.54,4.0,2.5,1.0,2.0,hautes-cotes-de-beaune,"[(14, 'pinot-noir')]"
Héritage  Côtes du Roussillon Rouge,Château de Corneilla,2022.0,3.7,29,13.27,4.0,4.0,1.0,4.0,cotes-du-roussillon,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Margaux,Château Rauzan-Gassies,1964.0,4.1,9569,434.27,4.5,4.0,1.0,4.5,margaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Gevrey-Chambertin 1er Cru 'Les Corbeaux',Château de Laborde - Hervé Kerlann,2021.0,4.2,87,75.83,4.5,3.0,1.0,2.5,gevrey-chambertin-premier-cru,"[(14, 'pinot-noir')]"
La Grave Saint-Émilion Grand Cru,Château Haut-Brisson,2014.0,4.0,132,23.59,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Garagista,Jean-Louis Trocard,2016.0,3.8,47,29.95,4.0,4.0,1.0,4.0,bordeaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pommard 1er Cru 'Les Pézerolles',Domaine Potinet-Ampeau,2005.0,4.2,292,119.0,4.0,2.5,1.0,2.0,les-pezerolles,"[(14, 'pinot-noir')]"
Clos des Lambrays Grand Cru,Domaine des Lambrays,2022.0,4.4,31,496.1,4.5,3.0,1.0,2.5,clos-de-lambrays,"[(14, 'pinot-noir')]"
Syrah,Domaine du Chêne,2019.0,3.8,35,19.3,3.0,3.0,1.5,4.0,igp-collines-rhodaniennes,Unknown
Chambolle-Musigny Premier Cru 'Les Charmes',Amiot-Servelle,2017.0,4.2,93,92.18,4.5,3.0,1.0,2.5,chambolle-musigny-les-charmes,"[(14, 'pinot-noir')]"
Cuvée Réservée Châteauneuf-du-Pape Rouge,Pegau,2021.0,4.1,77,53.0,3.0,5.0,1.0,3.0,chateauneuf-du-pape,"[(1, 'shiraz-syrah'), (22, 'mourvedre'), (32, 'counoise'), (614, 'cinsaut'), (677, 'vaccareze'), (678, 'muscardin')]"
Monthélie-Les Duresses Premier Cru,Domaine des Comtes Lafon,2007.0,4.1,25,102.85,4.0,2.5,1.0,2.0,monthelie-premier-cru,"[(14, 'pinot-noir')]"
Vosne-Romanée 1er Cru 'Les Chaumes',Georges Noëllat,2015.0,4.3,326,225.08,4.5,3.0,1.0,2.5,vosne-romanee-les-chaumes,"[(14, 'pinot-noir')]"
Gevrey-Chambertin,Robert Gibourg,2019.0,4.3,35,50.08,4.5,3.0,1.0,2.5,gevrey-chambertin,"[(14, 'pinot-noir')]"
Bourgueil Les Quartiers,Yannick Amirault,2021.0,3.9,39,20.19,4.0,3.5,1.5,4.0,bourgueil,"[(3, 'cabernet-franc')]"
Grés de Montpellier,Clos Sorian,2010.0,4.1,32,39.2,4.0,4.0,1.0,4.0,languedoc,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Bourgogne,Ghislaine Barthod,2022.0,3.8,1289,53.96,4.0,2.5,1.0,2.0,bourgogne,"[(14, 'pinot-noir')]"
Cayenne Syrah,Domaine de Castelnau,2022.0,3.5,432,7.25,4.0,4.0,1.0,4.0,vin-de-pays-doc,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Saint-Joseph L'Olivaie,Coursodon,2022.0,4.1,1319,48.15,3.5,4.5,1.0,3.5,saint-joseph,"[(1, 'shiraz-syrah')]"
Beaune Premier Cru Le Clos des Mouches Rouge,Domaine Chanson,2020.0,4.3,58,66.5,4.0,2.5,1.0,2.0,beaune-premier-cru,"[(14, 'pinot-noir')]"
Sarget de Gruaud Larose Saint-Julien,Château Gruaud Larose,2023.0,4.0,19029,36.26,4.5,4.0,1.0,4.5,saint-julien,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Gamay Touraine,Jousselin,2020.0,3.4,124,11.43,4.5,3.0,1.0,3.5,touraine,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (14, 'pinot-noir'), (80, 'gamay'), (404, 'grolleau'), (895, 'cot'), (1349, 'pineau-d-aunis')]"
Corton Grand Cru,Bouchard Aîné & Fils,2022.0,3.8,54,205.0,4.0,2.5,1.0,2.0,corton,"[(14, 'pinot-noir')]"
Château Margaux (Premier Grand Cru Classé),Château Margaux,1966.0,4.4,260,758.03,4.5,4.0,1.0,4.5,margaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Châteauneuf-du-Pape,Mas de Boislauzon,2020.0,4.1,150,39.53,3.0,5.0,1.0,3.0,chateauneuf-du-pape,"[(1, 'shiraz-syrah'), (22, 'mourvedre'), (32, 'counoise'), (614, 'cinsaut'), (677, 'vaccareze'), (678, 'muscardin')]"
